title,published_time,channel_id,video_id
DUMPSTER DIVING ~ WE HIT THE ALDI FOR ANOTHER TRIUMPHAL HAUL!  FREE FOOD FREE FOOD FREE FOOD!,2020-03-11T17:27:31Z,UCR4u4zBm37-uODgDlvsu7Bg,H3m1Wh0qW3M
"MORE FREE DUMPSTER FOOD TO SHARE, EAT, FREEZE, &amp; COMPOST ~ DUMPSTER DIVING AT ALDI!!",2023-08-08T23:27:57Z,UCR4u4zBm37-uODgDlvsu7Bg,Al1btbxiOw0
"TONS of Free Food in the ALDI Dumpster! Oh Man, This Is A Good One!!",2018-12-18T21:33:41Z,UCR4u4zBm37-uODgDlvsu7Bg,SDB2uR4JWtQ
DUMPSTER DIVING DAILY FOR THE BEST GROCERY BARGAINS IN TOWN!,2021-06-14T21:53:34Z,UCR4u4zBm37-uODgDlvsu7Bg,OBaue0B1D64
"DUMPSTER DIVING AT 2 ALDIS ~ NOT GONNA LIE, IT&#39;S A STRANGE SORT OF HAUL ~",2021-01-03T17:00:00Z,UCR4u4zBm37-uODgDlvsu7Bg,1AOMTbl2Osk
DUMPSTER DIVING SAUDI ARABIA EDITION: FRUITS AND VEGETABLE,2019-11-22T21:03:56Z,UCIMO-oXdXkPQRKUcclPlP1w,V03vULNwWRs
DUMPSTER DIVING AT DOLLAR TREE PLUS A LITTLE BONUS ALDI DUMPSTER MERCH!,2023-09-05T01:08:31Z,UCR4u4zBm37-uODgDlvsu7Bg,P36RtRK9EZw
DUMPSTER DIVING! FINALLY BACK IN THE ALDI DUMPSTER! WOO HOO FREEGAN FOREVER!,2021-12-29T04:00:04Z,UCR4u4zBm37-uODgDlvsu7Bg,QxabQZ6WRlM
DUMPSTER DIVING FOR A MASSIVE MOUNTAIN OF FREE FOOD  ~  DUMPSTER DANCING,2019-12-14T17:00:04Z,UCR4u4zBm37-uODgDlvsu7Bg,FHhHLHkMYh4
DUMPSTER DIVING AT ALDI ~ FREE FOOD AND FRUGAL MOMMY GETS A SPECIAL NEW GIFT!  #extremefrugality,2020-09-19T16:00:06Z,UCR4u4zBm37-uODgDlvsu7Bg,Tf41Rgx25BE
"BEAUTIFUL DUMPSTER DIVING ~ 2 ALDI DUMPSTERS, ONE SUPERLATIVE HAUL! #ForeverFreegan #FreeFood #skip",2020-12-06T20:00:11Z,UCR4u4zBm37-uODgDlvsu7Bg,dMvhEB3VGgs
FANTASTIC DUMPSTER DIVE ~ ALDI AND CVS! #extremefrugality #freeganism #cheapskate #freefood,2021-10-01T18:56:12Z,UCR4u4zBm37-uODgDlvsu7Bg,_nH2z0BcEew
COOKING WITH DUMPSTER FOOD ~ POVERTY COOKING ~ SURVIVING ON FOOD STAMPS ~ CHILI AND BLACKBERRY CRISP,2020-01-21T21:56:28Z,UCR4u4zBm37-uODgDlvsu7Bg,nYUW6bltxEk
Dumpster diving compost bin fruits and vegetables healthy finds,2022-03-19T22:52:35Z,UCoipj8aAPltgy_2J2dHhs-g,0k1x4DWyhUs
Mega Dumpster Dive!  Three Grocery Stores in One Day,2019-05-18T12:44:56Z,UCR4u4zBm37-uODgDlvsu7Bg,XMTX5DSq6to
DUMPSTER DIVING | SHOCKING JACKPOT FOOD SUPPLY #dumpsterdiving #australia #pinoy #pinoyvlogger,2022-10-01T09:44:35Z,UCjJR3wJS7xIgwFqZenQWzUw,v-vl38W2YlY
"Wow Lots of Great Meals Coming Up from This ALDI Dumpster Dive! MEAT, FLOWERS, FRUIT, VEG  and MORE!",2023-04-09T23:59:15Z,UCR4u4zBm37-uODgDlvsu7Bg,cO21Zv2q7SE
ALDI Dumpster Dive Leads to Gourmet Dinner and Freegan Bedroom Makeover!,2023-03-05T23:36:52Z,UCR4u4zBm37-uODgDlvsu7Bg,imxvx_PLJJ8
